ContactId,AccountId,FirstName,LastName,Email,Phone,Role,CreatedDate
CO000810,AC00051,Andrea,Esposito,hz6m9b.judl@example.it,+393918335840,Owner,2023-02-15
CO000811,AC00260,Francesca,Ferrari,3af6kk.fedl@example.it,+393538502815,Chef,2022-10-11
CO000812,AC00184,Sara,Verdi,bgkbuo.c1r6@example.it,+393446010547,Chef,2023-04-11
CO000813,AC00023,Marco,Rossi,01ejt1.wt80@example.it,+393800104110,Buyer,2022-03-21
CO000814,AC00129,Matteo,Bruno,5qtdcj.s924@example.it,+393527373659,Chef,2024-02-23
CO000815,AC00291,Martina,Gallo,w7w8tw.t2i9@example.it,+393331022976,Buyer,2025-01-05
CO000816,AC00501,Stefano,De Luca,owp7nl.6dmj@example.it,+393901369402,Manager,2024-01-03
CO000817,AC00186,Ilaria,Conti,lxdw0y.cyrn@example.it,+393803104265,Buyer,2025-10-16
CO000818,AC00479,Sara,Colombo,znzmcc.yc3t@example.it,+393547848188,Owner,2022-03-18
CO000819,AC00492,Francesca,De Luca,13hloz.esjn@example.it,+393359447603,Chef,2023-05-24
CO000820,AC00513,Matteo,Bianchi,crbvxk.etug@example.it,+393214551406,Buyer,2025-04-02
CO000821,AC00067,Giulia,Verdi,knn520.uprb@example.it,+393908660307,Manager,2024-10-29
CO000822,AC00467,Marco,Bianchi,2ja2lp.n1m6@example.it,+393277027123,Buyer,2025-04-13
CO000823,AC00285,Francesca,Conti,u2llh2.2be4@example.it,+393435956417,Owner,2023-04-07
CO000824,AC00417,Giulia,Bianchi,n2524g.pzbo@example.it,+393613784436,Owner,2025-08-23
CO000825,AC00100,Marco,Ricci,mvibzy.fggk@example.it,+393387383818,Buyer,2022-09-02
CO000826,AC00189,Luca,Marino,82p5yr.o1wo@example.it,+393630884687,Manager,2022-05-02
CO000827,AC00388,Alessandro,Marino,dgzdn9.s8ts@example.it,+393909849060,Buyer,2022-07-04
CO000828,AC00241,Paolo,Romano,nc19ar.soz9@example.it,+393261559681,Manager,2022-02-01
CO000829,AC00417,Stefano,Verdi,e5gv7p.2a2q@example.it,+393746231770,Manager,2024-09-24
CO000830,AC00176,Elena,Esposito,9ojf3c.07bt@example.it,+393507974693,Manager,2024-02-01
CO000831,AC00387,Marco,Romano,i1rimv.n1bt@example.it,+393912932571,Buyer,2023-07-23
CO000832,AC00471,Francesca,Verdi,9wnjsl.eu1s@example.it,+393628741321,Chef,2022-11-06
CO000833,AC00233,Valentina,Bianchi,5n18by.pknx@example.it,+393446143073,Buyer,2025-10-27
CO000834,AC00452,Francesca,Bruno,mfh5e8.fzq1@example.it,+393813010554,Buyer,2024-04-09
CO000835,AC00277,Paolo,Bruno,w09yw3.dp11@example.it,+393973196249,Owner,2024-09-18
CO000836,AC00229,Matteo,Romano,ikx0rb.5tng@example.it,+393708445299,Buyer,2024-12-15
CO000837,AC00171,Andrea,Verdi,crzxc4.vnib@example.it,+393905288365,Owner,2024-03-01
CO000838,AC00213,Martina,Esposito,lwbv2i.zsfw@example.it,+393592318435,Manager,2025-07-20
CO000839,AC00282,Elena,Greco,i45a45.20sz@example.it,+393614589243,Owner,2023-04-09
CO000840,AC00041,Stefano,Rossi,ork64m.gj78@example.it,+393267922272,Buyer,2023-11-09
CO000841,AC00122,Sara,Conti,jp3htn.cvhz@example.it,+393536973436,Manager,2024-09-05
CO000842,AC00227,Marco,De Luca,tay12y.ivfq@example.it,+393984365796,Buyer,2023-11-01
CO000843,AC00294,Matteo,Greco,sx502u.pvsf@example.it,+393497264190,Owner,2025-06-26
CO000844,AC00267,Giulia,Ferrari,5yc9lu.erjq@example.it,+393711255622,Owner,2023-11-29
CO000845,AC00541,Stefano,Greco,enbd0v.0njj@example.it,+393248353737,Manager,2024-09-20
CO000846,AC00451,Andrea,Greco,63xvfi.ud99@example.it,+393588192167,Owner,2022-03-19
CO000847,AC00449,Andrea,Mancini,xro37u.9ssb@example.it,+393541901346,Buyer,2023-06-18
CO000848,AC00061,Andrea,Bruno,u7ge3a.i6ay@example.it,+393469967751,Buyer,2022-04-18
CO000849,AC00502,Sara,Colombo,npe6sw.yu2r@example.it,+393810612252,Manager,2025-07-20
CO000850,AC00147,Stefano,Greco,nadkn2.k7it@example.it,+393278084087,Manager,2024-02-03
CO000851,AC00334,Ilaria,Verdi,7xxdsb.rp14@example.it,+393387131608,Manager,2022-01-15
CO000852,AC00142,Elena,Conti,xhl5v3.2bh1@example.it,+393872387031,Owner,2023-01-05
CO000853,AC00044,Matteo,Esposito,a4ogn3.78vp@example.it,+393908334849,Buyer,2025-08-20
CO000854,AC00144,Ilaria,Bruno,cayp9y.pdax@example.it,+393272255080,Buyer,2022-07-24
CO000855,AC00333,Chiara,Ferrari,6kdd49.ik3t@example.it,+393595445629,Owner,2025-02-10
CO000856,AC00497,Sara,Romano,dw7v1q.sa11@example.it,+393292854993,Buyer,2024-05-14
CO000857,AC00396,Davide,Verdi,ptkftu.wfv2@example.it,+393659689340,Buyer,2025-06-30
CO000858,AC00055,Davide,Verdi,ttuswe.tyx2@example.it,+393973502014,Buyer,2023-03-17
CO000859,AC00307,Marco,Gallo,cb2pn4.u6av@example.it,+393487406467,Manager,2025-04-24
CO000860,AC00423,Marco,Verdi,e7e51m.4wu3@example.it,+393277331835,Buyer,2024-05-08
CO000861,AC00417,Marco,Colombo,ga9ta7.6nfc@example.it,+393283207652,Manager,2022-08-15
CO000862,AC00325,Elena,Mancini,qml8qq.zyek@example.it,+393807981001,Buyer,2023-06-12
CO000863,AC00080,Martina,Marino,v2dy4t.kvv7@example.it,+393922875673,Buyer,2022-12-20
CO000864,AC00031,Andrea,Gallo,pgf7mv.q356@example.it,+393567456911,Buyer,2023-09-15
CO000865,AC00112,Valentina,Ferrari,j0je3m.kr4l@example.it,+393554279308,Owner,2024-10-21
CO000866,AC00472,Martina,Romano,2e4f4n.3za0@example.it,+393659846264,Owner,2024-07-15
CO000867,AC00074,Valentina,Marino,co76o8.qhe4@example.it,+393491648881,Buyer,2025-12-14
CO000868,AC00479,Chiara,Bruno,qgfulz.2ads@example.it,+393218153736,Accountant,2025-03-30
CO000869,AC00387,Matteo,Romano,83gyzi.epo7@example.it,+393811576973,Manager,2022-06-10
CO000870,AC00433,Giulia,Mancini,72nrcm.uz8d@example.it,+393919971028,Owner,2024-05-20
CO000871,AC00412,Andrea,De Luca,u9v45d.3dgc@example.it,+393298058376,Chef,2025-02-25
CO000872,AC00467,Luca,Costa,50i32b.uhbc@example.it,+393818724373,Manager,2025-03-20
CO000873,AC00248,Francesca,Costa,pla8jz.9ds2@example.it,+393974056751,Buyer,2023-03-20
CO000874,AC00120,Giulia,Ferrari,ulk3fu.qvu5@example.it,+393603700359,Manager,2023-04-08
CO000875,AC00067,Matteo,Ricci,oej81o.082s@example.it,+393836111573,Buyer,2024-11-19
CO000876,AC00327,Chiara,Esposito,fr23c6.0cjb@example.it,+393427117829,Owner,2023-04-18
CO000877,AC00470,Stefano,Bruno,muvhgq.k820@example.it,+393834511209,Buyer,2023-07-11
CO000878,AC00493,Stefano,Bruno,ps5i5f.tojt@example.it,+393544714668,Buyer,2022-03-21
CO000879,AC00286,Elena,Ricci,bpgt99.67st@example.it,+393684106465,Buyer,2024-11-28
CO000880,AC00312,Sara,Conti,8li72w.4oeb@example.it,+393787467504,Buyer,2022-08-28
CO000881,AC00309,Giulia,Esposito,mqpjbm.wmno@example.it,+393733275119,Accountant,2023-07-11
CO000882,AC00097,Sara,Bruno,hg3vtl.1drz@example.it,+393584134039,Chef,2023-08-13
CO000883,AC00113,Stefano,Gallo,0xv6dd.d27d@example.it,+393398494887,Chef,2025-09-22
CO000884,AC00456,Ilaria,Ferrari,9alk7y.bzga@example.it,+393264637244,Manager,2025-07-27
CO000885,AC00463,Luca,Esposito,zni37z.cgac@example.it,+393712347052,Accountant,2025-02-13
CO000886,AC00132,Stefano,Costa,epl2u5.cfp3@example.it,+393200566867,Owner,2022-09-26
CO000887,AC00121,Martina,Costa,7cdhzg.58xy@example.it,+393347196968,Owner,2022-12-01
CO000888,AC00197,Matteo,Bianchi,jwwbk8.r1z4@example.it,+393219499324,Buyer,2022-11-08
CO000889,AC00482,Valentina,Esposito,qt7zvn.bi1c@example.it,+393472323413,Chef,2024-12-12
CO000890,AC00039,Alessandro,Greco,ao8w81.ayua@example.it,+393381169529,Buyer,2024-12-27
CO000891,AC00512,Chiara,Ferrari,m75psz.1ctw@example.it,+393666644744,Manager,2023-11-25
CO000892,AC00474,Valentina,Marino,689mw6.8m1i@example.it,+393369968727,Owner,2022-02-03
CO000893,AC00161,Matteo,Rossi,nufncc.8uux@example.it,+393915824512,Owner,2023-01-21
CO000894,AC00289,Francesca,Gallo,op63ct.zrbz@example.it,+393216008344,Manager,2022-09-06
CO000895,AC00200,Andrea,Verdi,irjyz8.xuku@example.it,+393276365212,Owner,2025-02-08
CO000896,AC00528,Elena,Greco,8niarn.4flh@example.it,+393868672031,Buyer,2025-01-22
CO000897,AC00503,Francesca,De Luca,w3chnj.6gdt@example.it,+393900110782,Owner,2025-12-04
CO000898,AC00248,Matteo,Verdi,gcg8zf.2l4c@example.it,+393732715974,Buyer,2025-04-17
CO000899,AC00383,Francesca,Esposito,0bb6py.ma1t@example.it,+393303180131,Manager,2024-12-06
CO000900,AC00218,Ilaria,Marino,6sif6d.ohe7@example.it,+393345980840,Buyer,2024-03-04
